"business_id","name","neighborhood","address","city","state","postal_code","latitude","longitude","stars","review_count","is_open","attributes__AgesAllowed","attributes__AcceptsInsurance","attributes","attributes__Alcohol","attributes__Ambience","attributes__BYOB","attributes__BYOBCorkage","attributes__BestNights","attributes__BikeParking","attributes__BusinessAcceptsBitcoin","attributes__BusinessAcceptsCreditCards","attributes__BusinessParking","attributes__ByAppointmentOnly","attributes__Caters","attributes__CoatCheck","attributes__Corkage","attributes__DogsAllowed","attributes__DriveThru","attributes__GoodForDancing","attributes__GoodForKids","attributes__HairSpecializesIn","attributes__GoodForMeal","attributes__HappyHour","attributes__HasTV","attributes__Music","attributes__NoiseLevel","attributes__Open24Hours","attributes__OutdoorSeating","attributes__RestaurantsAttire","attributes__RestaurantsCounterService","attributes__RestaurantsDelivery","attributes__RestaurantsGoodForGroups","attributes__RestaurantsPriceRange2","attributes__RestaurantsReservations","attributes__RestaurantsTableService","attributes__RestaurantsTakeOut","attributes__Smoking","attributes__WheelchairAccessible","attributes__WiFi","categories","hours","hours__Monday","hours__Tuesday","hours__Wednesday","hours__Thursday","hours__Friday","hours__Saturday","hours__Sunday"
"pbluh-ZZi_i8XlprfWB1nQ","Pamper Me Perfect Beauty & Wellness","","28325 N Tatum Blvd, Ste 5","Cave Creek","AZ","85331","33.7424883225","-111.977420267","4.5","12","1","","False","","","","","","","False","False","True","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}","True","","","","","","","True","{'coloring': True, 'africanamerican': True, 'curly': True, 'perms': True, 'kids': False, 'extensions': True, 'asian': True, 'straightperms': True}","","","","","","","","","","","","2","","","","","True","","Health & Medical, Hair Salons, Skin Care, Hair Extensions, Medical Spas, Cryotherapy, Beauty & Spas","","6:0-20:0","6:0-20:0","6:0-20:0","6:0-20:0","6:0-20:0","6:0-20:0",""
"UeyHx5LMFjjI4d-NTYkX9Q","Crossroads Country Cafe'","","15916 W High St","Middlefield","OH","44062","41.462443","-81.0749908","2.5","3","1","","","","none","{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}","","","","","","True","{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}","","False","","","","","","True","","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}","","True","","average","","False","casual","","False","True","2","False","True","True","","True","free","Restaurants, Cafes","","5:30-14:0","5:30-14:0","5:30-14:0","5:30-20:0","5:30-20:0","5:30-20:0","7:0-14:0"
"WbcAPa3frXsIomKLn2oVDw","Strickland's Ice Cream","","2930 Medina Rd","Medina","OH","44256","41.135371","-81.793211","3.5","3","0","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Ice Cream & Frozen Yogurt, Food","null","","","","","","",""
"qHF2s8U2yzPLgIOGH_IMBw","John John's Seafood","Collamer","15828 Euclid Ave","Cleveland","OH","44112","41.5415709","-81.5699009","4.5","3","1","","","","none","{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}","","","","True","","True","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}","","True","","","","","","False","","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}","","False","","quiet","","False","casual","","False","True","2","False","False","True","","","no","Seafood, Restaurants","","10:0-23:0","10:0-23:0","10:0-23:0","10:0-23:0","10:0-23:0","10:0-0:0",""
"iTZDPTc36guXhNhoK-jwmw","Wellsprings of Gilbert","","3319 S Mercy Rd","Gilbert","AZ","85297","33.2905965","-111.7478144","5.0","4","1","","True","","","","","","","","","","","False","","","","","","","","","","","","","","","","","","","","","","","","","","","Health & Medical, Physical Therapy, Retirement Homes","","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0"
"AcGRSWCpb7YB95MTsHlGEw","Little Caesars Pizza","","4145 N 83Rd","Phoenix","AZ","85033","33.4954215852","-112.235797843","2.0","4","1","","","","none","{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}","","","","False","","True","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}","","False","","","","","","True","","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}","","False","","average","","True","casual","","False","True","1","False","False","True","","True","no","Pizza, Fast Food, Restaurants","","10:30-22:0","10:30-22:0","10:30-22:0","10:30-22:0","10:30-23:0","10:30-23:0","10:30-22:0"
"Zkesf4VRamyOBswJA4_ZhQ","Audio Express","","2929 North 75th Ave, Suite 26","Phoenix","AZ","85033","33.509413","-112.203724","3.5","29","1","","","","","","","","","","","True","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Automotive, Auto Customization, Shopping, Auto Security, Car Stereo Installation, Electronics","","9:0-19:0","9:0-19:0","9:0-19:0","9:0-19:0","9:0-19:0","9:0-19:0","12:0-17:0"
"7A6mfqSfG3AG3WZcr45m-Q","Dunkin Donuts","","145 Mcmurray Rd","Upper St Clair","PA","15241","40.326016","-80.065199","2.0","5","1","","","","","","","","","","","True","","","","","","","","","","","","","","","","","False","","","","","1","","","True","","","","Coffee & Tea, Food, Breakfast & Brunch, Restaurants, Donuts","","5:0-0:0","5:0-0:0","5:0-0:0","5:0-0:0","5:0-0:0","5:0-0:0","5:0-0:0"
"3pcHGNI8WHv44fcvgkLrMg","Art Bathe","","100 Steelcase Rd E, Unit 101","Markham","ON","L3R 1E9","43.8201194","-79.347455","2.0","4","1","","","","","","","","","","","True","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}","","","","","","","","","","","","","","","","","","","","","2","","","","","True","","Home Services, Shopping, Home & Garden, Kitchen & Bath, Interior Design","","9:30-18:30","9:30-18:30","9:30-18:30","9:30-18:30","9:30-18:30","",""
"zHwXoh40k86P0aiN1aix9Q","Super 8 by Wyndham Toronto East ON","Scarborough","3280 Kingston Road","Toronto","ON","M1M 1P8","43.7333951","-79.2242058","2.0","3","1","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Hotels, Hotels & Travel, Event Planning & Services","null","","","","","","",""
"0i6GlR5YTCMlwthjqw6ZTQ","Cinthya's Beauty Salon","Westside","2101 S Decatur Blvd, Ste 11","Las Vegas","NV","89102","36.1486584","-115.2098129","4.5","16","1","","","","","","","","","True","","True","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}","False","","","","","","","True","","","","","","","","","","","","","1","","","","","True","","Hair Salons, Beauty & Spas","","10:0-19:0","10:0-19:0","10:0-19:0","10:0-19:0","10:0-19:0","10:0-19:0","10:0-14:0"
"oSS0p8TeF9BTTD7QWtO6gg","Aria Remodeling","Westside","3111 S Valley View Blvd, Unit B120","Las Vegas","NV","89102","36.1316401","-115.1908263","5.0","3","1","","","","","","","","","","","True","","True","","","","","","","","","","","","","","","","","","","","","","","","","","","Flooring, Cabinetry, Refinishing Services, Home Services, Masonry/Concrete, Tiling, Plumbing, Contractors","","7:0-17:0","7:0-17:0","7:0-17:0","7:0-17:0","7:0-17:0","7:0-17:0",""
"2C8x0RxmqvCOmhvXce4-HA","Kim Phat Inc","Villeray-Saint-Michel-Parc-Extension","3733 Jarry Rue E","Montréal","QC","H1Z 2G1","45.5687842","-73.6054883","4.0","5","1","","","","","","","","","","","True","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}","","","","","","","","","","","","","","","","","","","","","2","","","","","","","Grocery, Food","null","","","","","","",""
"cKRMmytHxaSt8F0SMEzKqg","Manuel's Mexican Restaurant & Cantina - Bell Rd","","1111 W Bell Rd","Phoenix","AZ","85023","33.6397742","-112.0877381","3.5","230","1","","","","full_bar","{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}","","","","True","","True","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}","","True","","","","","","True","","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}","","True","","average","","False","casual","","False","True","2","True","True","True","","True","free","Event Planning & Services, Soup, Salad, Mexican, Caterers, Restaurants","","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-23:0","8:0-23:0","8:0-23:0"
