"","user_id","name","review_count","useful","funny","cool","fans","average_stars"
"44","bTTZzC8RvTxTOeGMvJ5icQ","Aljamin",102,79,53,83,17,3.5
"45","DHs8No90RxNP6EQHHNEZvg","Heather",285,102,30,26,79,4.03
"46","-TIvi4-ch_SHe-5NhEesRg","Rob",127,21,18,19,4,3.76
"47","AnXbqBBa4tZ21RbPWpKoqg","Carolann",107,6,2,10,6,4.02
"48","rCmnApNqRK36uzdrnzXm0g","Bob",754,118,64,120,56,3.38
"49","nUN2FOWj4G3ZmyCeDkq-FA","Bianca",93,44,19,13,20,3.67
"50","BqE21d_vGACZFU2U8dCRSw","Jay",214,2488,210,3250,80,3.8
"51","MQirsBiETswD5Ji1WUINcA","Nancy",2,0,0,0,0,4.5
"52","2MzQ7UpU3SUYWcHQ-4W7Pg","Kevin",7,3,0,0,0,3.71
"53","AKXqbuifvfvNEpr3Qs51hQ","Mr",379,1167,732,1081,61,3.46
"54","ZjN7a4JT_rw8Lx7foatiWA","Angela",11,0,0,0,0,3.45
"55","UmpKTuYxZSSxQUd-XMIKcg","Mary",73,56,2,37,4,4.38
"56","alUuOskFSl1bODjnce2PpQ","Denise",672,2669,798,1406,44,3.74
"57","Qpdp-snc3dsnRY7CWGyuEA","Katie",215,39,15,17,4,3.81
"58","EC5TGpxONfz4IZIjML0DpQ","Mauricio",250,19,11,14,23,3.26
"59","SZvTWs0VNlgPJRlh9g-lWw","Callejo",3,4,0,2,1,2.67
"60","lKRbcLWDQmOmhcMa3vMCMA","Emily",105,35,7,44,5,3.39
"61","-ngKtxn2tB_c3fnNouRM5A","Katherine",748,1038,351,480,18,3.84
"62","os_aDpHXI8kMzK9qPLWm1g","Tabitha",10,0,0,0,0,4.09
"63","URPjW8ckLuLDLR02uuLpTg","Ken",627,174,8,8,23,3.21
"64","BytRWk8X1OelSgwwfXd8Aw","Arun",153,71,15,26,14,3.83
"65","JQ-rU-5xifMVx2Z8adSWCA","Rachelle",252,58,3,30,12,3.33
"66","qQuFrwxWhNoBEPSf9eZwTw","Susan",1,4,0,0,0,1
"67","j-s7pfM3_EmPwieKw0FvpQ","Greg",89,31,9,9,2,4.14
"68","WRFbEJMEQvwtZDapHSt5Mw","Michael",8,2,4,0,1,3.25
"69","UXbCcmkYGl3DH_Py5UOtbQ","Toni",2058,64020,43682,63478,192,4.11
"70","zKFiBqSYgVVmjKwhKsxX7Q","Mary",283,54,24,0,9,3.61
"71","2ttZShfOh7m_5e_jSrtQQw","Katelynn",404,4,13,2,13,3.8
"72","lRHKneipYlS2D87Qz-16aA","Kris",43,7,1,1,3,3.33
"73","DeMB9AsAoUMskzRStGnZmg","Stacy",641,57,64,14,29,4.05
"74","6VWcSinzrX70zwLf1vopHQ","Evanna",141,75,23,11,9,3.83
"75","iqQBsjqOF9xgIAbsZ2sAZA","David",353,5,4,1,5,3.33
"76","jl3CvneE-JN_ecaTOEOKgg","Angela",12,14,5,11,0,4
"77","7rKWM_1lPM4oGdXegFjp9g","Angelica",42,66,8,11,3,3.9
"78","cQRyu8xRKfTCG5AwbS1lxg","ImaYelper",180,256,27,15,0,2.9
"79","WEeLLz2kkDFb2wAdogVoWw","James",13,5,0,1,0,3.31
"80","i1Z3NOdcuY-JuP2fJEsQbA","Vivian",38,15,1,4,1,3.8
"81","3P8V8I-fdveuCvltNuSexw","Robert",266,786,335,252,9,3.3
"82","DJa54pSLmV5Vra_ur4tq6w","tracy",78,93,39,27,22,3.97
"83","72s2b4tegZYAV3R0gFzLUQ","Celeste",266,23,8,2,8,4.14
"84","j-GL2_KWknRRNfTrh7Zgaw","Joshua",31,14,2,4,0,3.47
"85","hh-RcRXai0PTQ8tPCXNi7A","Kali",64,159,141,104,9,3.93
"86","BH2PYMQI13MqLwJHxBHvyg","Zach",1,0,0,0,0,5
"87","KFgHqDWKLigqOOdQ1o3J0A","Jeff",53,0,1,0,2,3.3
"88","dwFgmKO-PzJalyHDSGAT8A","Melinda",349,139,231,37,26,3.88
"89","WaevPI-Qm0VTDjPJUMr8GA","Jason",320,425,368,136,29,3.8
"90","2pRiLoNo3H4hzNhXWE9f4w","Maureen",77,99,15,4,4,3.69
"91","Ja30AnCBWarLPIkuohFGSg","Danyelle",20,5,0,1,1,3.55
"92","57vdnMXfheEeiVd_kzxUlg","Amber",40,4,0,0,2,3.81
"93","sCqc11C9yBCT8mTfMbpS2Q","Ray",152,162,33,51,4,3.55
"94","-jt1ACMiZljnBFvS6RRvnA","L",651,170,63,34,9,3.24
"95","Gdex7Pt0vNTryJT1_NOSag","Alex",30,68,1,0,1,4.19
"96","s54yKmSfS9OqO2otod82NA","Nicholas",10,8,2,2,0,4.6
"97","BUQjqcxTfeos75CLdUSEbw","Dina",1,0,0,0,0,5
"98","JWAQPTIIMKOMq4cFu5uf-Q","Oma",13,0,2,0,0,4
"99","51munej7rdZuB7KfPofhaA","Eryion",308,283,41,104,15,3.2
"100","Zpk_NpxZ767LP3Zlw87y9w","Shari",113,16,17,4,2,3.81
"101","i3aWph4gS_pUEV8f5i5lzg","Derek",341,24,2,0,15,3.76
"102","kKsiXVSMjX3swu1He2326A","Sasie",13,6,0,2,0,4.08
"103","7FMT6gM7QiYAIv441cRdiA","Wendy",15,14,1,1,1,3.13
"104","AOmYtTcKe0NHtTgX9nbGSg","David",125,49,18,8,8,3.34
"105","8IDLUb6auOC4JQ72ZsEShg","Carla",34,1,0,0,0,3.4
"106","Bta-ou8VcWmMIhZ5lyXLfQ","Shawanna",9,0,0,0,0,4.33
"107","lqZUmSeXcqX4aOhOurcK6g","Bob",6,0,0,0,0,3.83
"108","UMPEs8vFBSSAreG5EXmtLg","Stephanie",5,0,0,0,0,4.33
"109","4rwyBw1cK2AsDfcJGkCiRQ","Arin",87,8,0,2,8,4.1
"110","Sg4rS5RJUSZMUud4-O4VLQ","Adrian Alberto",2,0,1,0,1,4
"111","lzlBzlRf3R-wiv_dDQub9w","Lisa",14,9,3,1,0,4
"112","6DbvYyAvTtXTmVOAG32Djw","Sharon",188,440,469,470,9,4.04
"113","25QzG8_MT4zr4JiglZI8dQ","Bobby",314,514,411,481,30,4
"114","639_D3Bb-9hImBcTIouLHQ","Michele",67,20,15,8,10,3.63
"115","3vYsjC90S80legSDDTmqcA","Donna",71,99,28,12,10,3.97
"116","AkH0edUmxPnieWabfJQIBA","John",269,189,69,215,17,3.22
"117","hH4IASJJlWquf2I_nLmshA","Ron",59,78,17,45,4,4.11
"118","pe23xRGAVlyQuGsXAGWo-w","Teresa",9,0,0,0,1,3.89
"119","9CyNha8NE-7HEgjvUZFmnQ","Spiro",105,15,8,6,1,3.73
"120","ASlyO2QB0AjDxzVksC4_4A","Ryan",9,0,0,0,2,3.44
"121","pA31SPzVFqF5hEmuD21_Cw","Marie",78,8,9,18,4,3.81
"122","hvs6n04dKZheWJVzhB7TDg","Carol",621,92,0,8,5,3.94
"123","iIqkRzu5bsRfLflh80MMoQ","Tina",10,0,0,0,0,5
"124","OepicbUeYRwxGWM_rp1JRw","Tiffany",309,92,36,32,12,4.08
"125","CFyvX-AZh6cunAMu_zoF_w","Rosalie",167,65,21,3,8,3.61
"126","jEOVgPBnnk0LBGopKYn4AA","Kimberly",11,10,0,1,0,5
"127","GZODRhmi-uUWKmWntTXujw","J",93,0,0,3,0,4
"128","OOFugtIPzCPi5bC8Fs1fGQ","Debbie",84,30,3,2,4,4.08
"129","oe6VA_RX6qWWH6-ppDCfgA","Sophia",30,34,12,6,2,3.53
"130","aATG_blb1GnInoEONEoQyw","Bo",259,40,2,17,5,3.75
"131","Y3mSyylVcLAkLRhHp7zbMg","Ricki",12,5,1,1,0,4.67
"132","yhsWUWex0RtJvOwdRnZLuA","Ferell",55,25,2,2,3,3.71
"133","Z4C-JaumekjQewI3atoM1Q","Ryan",21,3,0,0,0,4.33
"134","RJ3nu-nz7BcJG0PPROAK5w","Shawn",85,13,3,0,3,3.25
"135","pOQBtGzNE0xoGLdkX9UMVA","Victoria",11,3,1,0,0,3.25
"136","I715m7Okr9b7x-tQiaA6cg","Sean",4,1,0,0,0,4.4
"137","WtjyA6LCSzhKQV5ZS58CNw","Daetriel",4,3,0,0,0,4.2
"138","yxCYrPfLtGkujKUxo9FoZA","Cheryl",2,0,0,0,0,5
"139","C7U4DRKX-xUEhiiHHwz6Bg","Krystin",134,227,118,193,7,3.92
"140","4yGImSwdU9FZxVQIbZql3w","Derek",316,74,29,51,10,3.42
"141","cYXznfbPK_ShlepnUiLpcw","Je'Amour",14,7,1,0,1,3.94
"142","xfa5r4AV7-MuWiK7lHsFyA","Jeff",12,23,16,12,0,3.25
"143","ysFm5hb4-KiBZ94K2N-jbQ","da",26,2,0,0,0,4.5
"144","agxc79OBpFbRRPcMKM6tYQ","Chris",3,0,0,0,2,4.33
"145","SKNYloP6zOjq78m2C7z73w","Calerie",3,0,0,0,1,1.33
"146","hAmZmC48eCWzX3ggBD9Qcg","Jeff",47,1,0,0,0,4.61
"147","qHXBHA0HRi4FxWDsrhmgYQ","Sara",22,0,0,0,0,3
"148","zk5ao2F3zJQOXRpSTpP6tA","Nicole",48,30,1,1,1,3.59
"149","fc3_nT3yIeYHPtY-S3dQ9g","Tamra",12,2,0,0,0,2.33
"150","W-OZPeKh4R0GlywUsl09PA","Tony",86,330,127,369,22,3.8
"151","J3ucveGKKJDvtuCNnb_x0g","Faye",703,60,35,35,35,3.63
"152","GABWrw5Et9jubriKwMUDbw","Sara",613,122,96,99,55,4.13
"153","UHgbv_ZbVfPzzRIiyotv3g","Kwame",1,2,0,0,1,1
"154","bcHgPhn8sgmgMR-IkmL0Jw","Saskia",298,12,4,2,26,3.8
"155","aU8saUu9QhSFvnYeUsxO-A","Stephanie",119,176,33,44,13,3.74
"156","e7MEzEQMjqNPZfYthZKhwg","Jason",632,500,25,1022,21,4.12
"157","4cHybB-fL7iE9UChQ7jNuw","Ann",58,172,12,4,1,4.29
"158","xceJT1G2Yhel3W2lRxRTDA","Susan",1089,5322,2707,4528,94,3.86
"159","Gh6sagblKhuMpWUDWeQjNg","Khiang",101,32,6,4,7,4.04
"160","cfjZ4O8Dx-aJ0bJX2xQ6xQ","Dustin",11,1,0,0,0,3.91
"161","NJqmAzerpbAIC0-VBclwgA","Kim",331,780,109,387,43,3.89
"162","xU4silHWZGOWz92hPIdFpQ","Jo",332,18,0,1,33,3.42
"163","arqLGkS1atg-9LLdHi7rUQ","Jessica",76,214,78,31,7,4.11
"164","wsJRGr1uiTu--BGMCTp0iw","Amanda",22,43,1,9,3,4.59
"165","BmVfMUCxVca1x_RU372qPg","Chris",51,424,7,2,7,3.8
"166","jliSEtGVqgrzG58wyCv59w","Michelle",54,7,11,1,1,3.79
"167","JfPdGeYbaZa2aZqUb839Cg","Danny",478,492,337,302,54,3.64
"168","8raEqz3Z2V33ysFmFoN-Pg","Aimee",182,175,155,121,8,3.75
"169","ymwuG7mqMGC3FXD3wYT1kA","Yvonne",22,2,0,0,1,4.59
"170","45mRoEbA_IvHIyUHpiABBw","Ranae",158,307,125,152,7,4.11
"171","cbKsv-0g_Ayx01GjWVCImA","Gabriel",2,0,0,0,0,3
"172","ACwN3HGetqPVhAgGKzdnsA","April",448,559,183,86,14,3.77
"173","8Sx-NgLzyCBBWT-IKBt9Fw","Jessica",102,9,5,1,8,4.02
"174","R4QshtZ3eUcdv7ztrK_CQw","Michelle",4,0,0,0,1,3
"175","7eZobfrf7gai6iIpWDKTZw","Prince",59,54,21,11,7,4.22
"176","5gbkhlWANGVzQYi_0m3vOQ","Jess",2322,832,491,596,207,3.43
"177","pngNlr9t4HObDgecGH_jaw","Sangeetha",206,158,85,87,23,3.76
"178","38V9LFE9gbmqdxACJ98F8g","Gina",156,16,1,1,18,3.53
"179","CjvFxl6_7AK3lw5O49MN8g","Joy",633,32,44,59,199,3.97
"180","m_ZofG4UObEMBND2vdyiwg","Sean",383,3,4,4,61,3.56
"181","HkVnslspLbmATUzBs3ZdKQ","Lindsay",372,610,273,415,57,4.5
"182","uNxXIIFzjHm5r62UTyVjrQ","Angie",209,297,127,163,31,4.48
"183","gPK2AKr-UA_7hZus80SSng","Kat",431,148,57,85,32,3.71
"184","PSI7wvuqEhhV9Jh_fP2eZQ","Amanda",203,4576,3785,3351,55,4.23
"185","7esyFUdxjxmwF_zYXUDACA","Alex",21,1,0,0,0,4.04
"186","XReibjg_aTW7gP_vWQt7TA","Mark",72,71,8,8,5,4.14
"187","ZyGrNTbnab8N3kmesYaQBQ","Lawrence",261,57,57,22,25,3.96
"188","VFcrtQc0wfTABrk7aFKCzw","Gillian",47,12,8,4,1,4.09
"189","9ebj_W9rzjEx2-k0dNt96w","Jennifer",140,33,94,8,4,3.71
"190","9lzOBqbhVzhzV-LxHjS9DA","Dan",12,7,4,0,2,3.79
"191","cuBLoDghKndgwUjzyJmzcw","Jessica",12,0,0,0,1,2.75
"192","uIB8qFzG5E3PUGfiCiUmqg","Steve",543,1277,433,330,17,3.53
"193","Y6otbk7H7mDMbXBVKL9yeA","Doug",125,5,0,1,5,4.31
"194","K3FB2yrb7pHs7D6-MVlkDg","Ashley",29,2,0,1,3,3.71
"195","UVHU6mZ-cTgvE9SbToiXGA","Eve",58,71,7,1,2,3.97
"196","HehSSbv5wrfhenhNh7nA3w","Tina",17,31,23,23,0,3.63
"197","cdcOjHGaSPTkMqd14eZeHg","Andrew",12,0,0,0,1,3.5
"198","9nGzpItg8kElQsw2xy-qlQ","Kim",20,14,1,2,1,3.91
"199","ReUEEksV8RQvcG49PeJj9w","Stan",83,5,0,0,1,3.77
"200","CR0D39AqYLrClEpLU31OkQ","Ryan",76,0,1,1,1,3.87
"201","e9V-hsaLlQIFvo5GnJIkbg","Toryanni",261,103,22,14,15,4.29
"202","_wdsbMGo_RD37eRjZ-rrJA","Shawn",35,20,6,12,0,3.84
"203","RDHuWHL6Y6uddQ9b-7yiQQ","Tracy",31,5,4,1,3,3.94
"204","smbUitKHin_e9qqXbKKqEw","Larry",3,0,0,0,0,3.67
"205","vU7fP7uAWF3os-7woIQAXw","Felix",300,10,2,1,16,3.61
"206","-XgVXGJnOnW0kQEol6O3Pg","Crystel",60,19,1,2,0,4.22
"207","oNMSGUU0g8zFfpfSh--xyQ","Kristy",49,3,3,0,2,3.58
"208","TpS14DEwcvRo1icNbr3-WA","Melissa",7,4,0,0,0,4.71
"209","tz8eio3Lyf1l5uSHZAXyKA","Coleen",74,3,10,1,2,3.37
"210","eV2LWWKYTyxjzvn4bFsznA","Tony",111,137,134,76,4,3.63
"211","pDfc2RILCn6ZwZjyUAeD4w","Ricky",48,47878,7765,22770,20,2.44
"212","LHT4AADPgWT0BM4tZKCz2Q","Kourtney",331,47,14,9,9,3.58
"213","oBhQMjrT0zdSLdlybWRA_w","Clarence",1155,339,28,25,30,3.38
"214","Og3gtaBrNC738nVydSkxFw","barbara",49,43,1,1,1,3.61
"215","Q8-66nbFcMVXsWEcl2S3Tg","Annie",15,2,0,0,3,4.5
"216","ox2J8iYrihY4kryRJSAQqQ","Teri",16,0,0,0,1,3.75
"217","fYQHQzj-1hcw9WcBs7dJNw","Cece",32,1047,256,354,16,3.97
"218","5B5VU6-wA0ooGYJp1nNNEA","Richard",79,9,6,2,5,3.95
"219","ejBGQeL177ECBqgMXe7sdg","Anita",103,66,9,17,5,3.59
"220","ul8RpDKZCO6q8VHnaMqFlA","Robert",35,36,17,0,0,2.7
"221","2vFrtkBF6uy10ksMQT-o5g","Suzanne",544,27,1,0,26,4.06
"222","sydGUOlXHo4ZnntcbixY4g","Kevin",41,2,0,0,1,4.63
"223","qCG5EWFyzXMhVgmMiSy-hA","Rico",14,2,0,0,0,4.13
"224","-1it-1oll1OOP6KMsF-Auw","Ciara",21,3,3,1,1,3.59
"225","WuaEwcW-RsASqKeIUSU1Mg","Andrew",7,0,0,0,1,2.5
"226","zPa5tcWdUUeacRAKd7MUFA","Kim",4,0,0,0,0,4.5
"227","kzZYCLmJRG1ER2bSf3Y_Mg","Monica",28,17,2,4,2,4.67
"228","h9RUaaHa5kcQKqtJ-sgS0Q","Candace",371,557,453,433,46,3.15
"229","jmGlhXRCP69zkRCOOv1i6Q","Ian",15,6,1,1,0,3.67
"230","t0um76oIJvY_VAqxouYirQ","Tiago",27,20,2,4,0,4.11
"231","BV6Pa94Bz9x1Do_SGEm2-A","Guy",52,2,0,0,3,4.17
"232","47_QR32p7e8MfX9FCundvA","Kevin",5,1,2,2,0,2.8
"233","Fb2QR-EKG6wUlOLrKC_lIg","Tristan",97,8,5,1,4,3.58
"234","wYPwbbIS9q9puGf51Zslyw","Lyndsey",112,27,4,4,5,4.02
"235","qTv00ohViE7hxdvU2P63-w","Taylor",20,5,4,3,3,2.95
"236","f0_80Lnt_ItWKkA1xojPuA","Ryan",1,1,0,1,0,5
"237","PUfrbn2Ij-iyyOnM_EzQtg","Yvette",41,53,17,16,15,3.9
"238","qmjoMFMZdLH69_6eGTGDZw","Lisa",312,516,32,8,19,3.11
"239","MTIfzQiImPs50Xyry0LNTw","Samuel",27,9,0,0,1,2.83
"240","jTm6KdjfOVuqgKoFtK3V-Q","Mary",3,11,0,0,0,3.67
"241","mVxE3DO4alCLYxFbRXpnVw","Michelle",10,0,1,0,1,4.3
"242","APUNH3naS3ZDv4_mdGUapg","Kristine",14,18,4,7,0,4.29
"243","jyhFIDkB7uJWfH6NOZriLA","Allie",31,17,1,0,3,3.87
"244","dH_XenTFK5kXG_wqpGHO6A","Alicia",11,1,0,0,0,3.36
"245","XaWdI5CnfNLAp0EROlXl_A","Heroko",5,0,0,0,0,4.8
"246","B7aR8VlLMGzaJ7NHC-jeMQ","Dave",188,98,9,22,4,4.2
"247","pUQdU4MlkB46jIdYs9oMUA","Allison",237,1050,333,505,19,4.1
"248","5_IP8ewY88mFBrShFsJyvw","Eric",24,24,5,3,0,3.58
"249","gvgTkCQPthOoB9VK-2H0zQ","Kira",4,31,5,7,1,3.4
"250","kdkEsWs1jlAaeJoN89-mgg","Julie",14,1,0,0,1,3.79
"251","oTJWmhLj5mhUOK5oCE4wjw","Ernest",51,8,0,1,0,3.5
"252","XvwM0JxIbFZbKut2DBbXEA","Cory",3,0,0,0,0,3.67
"253","bPMlWFFsAfYcosQz1WYaaw","John",96,45,25,27,2,3.55
"254","13nGs99vJJyJiIiP1-hCNA","Peter",68,7,3,0,0,3.75
"255","PWf4um98En8fsm0JsU3NZQ","Mynga",3,0,2,1,0,3.25
"256","wBTiTBbfhGypfABrBQ1lxA","Miber",68,95,18,33,1,3.71
"257","9oirBbvXPmiy6W73qUxc-Q","Manognya",7,1,3,0,0,5
"258","qj1FKEYelXGw5sE32_zkcg","Lynn",7,1,0,0,0,3
"259","qJamXG2d5nKrskJ4DmQuaA","Adam",2,0,0,0,0,3
"260","sdxfz-x0hDbURC5HytNyTA","Matt",18,3,1,1,1,3.72
"261","ivowzr4sC6AQcIOR0S4-dw","Elizabeth",1,0,0,0,0,5
"262","oj2-VtOqyRqfkCu6PgrHcQ","Todd",41,87,165,5,1,3.54
"263","G65tPNg51G_VUyIdBluCfQ","Mark",3,1,0,0,0,3.67
"264","0R0mb2aq7liSPu3OqSGq5A","Alexis",12,0,0,0,1,4.5
"265","wgtHp-ofTwVkY5Tqc7R4cg","John",16,9,1,0,0,4.17
"266","X5T45QxyLjnuXohkvE3Rfw","Funky",99,216,120,404,5,3.35
"267","hacejlP8MHNYkj9akPjYKw","Nicole",48,9,4,1,0,3.5
"268","F-uDHVfOahBR8HUkIYQRlA","Aaron",6,4,3,2,0,4.5
"269","Kw6MlCtQ9sd4p7x2PlYKaA","A",13,3,0,1,1,4.07
"270","wEGrNuPE-ASp9gCXNv3TlA","Chris",3,0,0,0,0,5
"271","DO87qPRsSWpRjSxgr7yeyg","Trixie",40,43,3,0,2,2.15
"272","NKBgZLGDg12qgJbZjXSshw","Jennifer",3,3,0,0,1,3.67
"273","W4mbEa_3orDAVlpfFcjYjg","An",2,0,0,0,1,4.5
"274","Ntq_6n5SpkZGmNHXnEmlNQ","Kevin",156,15,14,25,9,4.23
"275","JRL4-0JDj0mjGgdjkwlljg","Katie",12,3,5,3,1,3.54
"276","FrCFfkO3gif7RkFy67aeYw","Melissa",13,0,0,0,0,3.07
"277","DxNbjLPHweHPeyzNUwS5XA","Jackie",1,0,0,0,1,1
"278","2CzL5Sw7pMtdt_ybLyYr_Q","Anitra",3,0,0,0,0,5
"279","mWZjSCki8--OQ4FzuXd3nw","Nicole",38,6,1,3,2,3.9
"280","LjDSVQGLLiOO7NCfvmV_MQ","Joe",79,26,16,13,10,4.23
"281","vunVIRFs_YeoYLuaSxIfbg","Tsering",24,27,1,2,0,4.21
"282","efRjnJidN1GM2ZBsSdtnNA","Anna",291,78,17,8,17,4.05
"283","2jUb855nZej5lsm7dVYwSQ","Stacey",36,106,8,89,2,3.67
"284","IYJQXv-KtGjxO6ehyET0LQ","Rachel",206,289,178,6,10,3.45
"285","LVChK4kvG_mdRdEsk34PkA","Greg",62,268,108,38,6,4.14
"286","nkgBdDDATgtfsyBxsFD2hg","Cindy",58,9,4,1,0,3.84
"287","AHOlztFfH4WtgtUpFTTyCg","Cathy",29,4,4,0,0,3.74
"288","CRDDK2pZyPMKVqGo1CPv9w","Kevin",14,5,5,1,0,4
"289","tgjJE1Li4EpRqgUDmDnMTw","Jennifer",91,16,5,1,1,3.73
"290","v1CKRvBCrDqwwimXDLgKxw","T",4,0,0,0,0,3
"291","HKIFN7bin1aKtQZ9k9tRlQ","Maynard",328,2787,453,672,11,3.14
"292","pmo4cKMNtORU-aLWPz4ccg","Kate",22,17,2,0,0,3.65
"293","I6DOULDVlRpIHuhV3rQpTg","Jane",132,108,108,41,14,4.1
"294","l21khBIapW4KoSQ4EJgUbw","Autumn",49,61,33,19,2,3.9
"295","-SC9B-GmTn4iNWHhnxTwgw","Neil",136,6,10,1,8,3.62
"296","kZkGjHlSq9wCIbkQvBYnfA","Michelle",2,0,0,0,0,5
"297","0QREkWHGO8-Z_70qx1BIWw","Abby",137,71,6,8,9,4.08
"298","1ryWIdOZH3B2Ry0ZRzr4Rw","Brad",12,5,1,2,0,3.08
"299","VaotiSC9mIYUYTG9r1amCQ","John",3,1,0,0,0,1
"300","cauH_rIv33eNpp1c-5miXg","Kira",1,0,0,0,0,5
"301","_rzlOJ1UjHXNRAGo7E8pkg","Cassandra",5,6,0,1,1,4.33
"302","AdQtvkmaAZY028foyXBruQ","Gabrielle",2,0,0,0,0,5
"303","cT0xyr130ZUpEcj8L7Hjxw","paul",35,3,2,0,3,3.26
"304","1oqy-mgjSU8hOvkUkCLC7w","Tom",45,17,11,11,2,3.51
"305","8Gat78mZ2G2IEXXgBse08g","Karalee",8,0,0,0,0,3.88
"306","AnYuEz1BGwCr8eRHI5O9Pw","H",115,22,16,9,10,3.62
"307","jJ_9wbbM1JAq_6yW-1gMww","Nicole",3,1,0,0,0,3
"308","irwCLkMtMuy3WoGaCgfzIg","C",10,2,1,0,0,4.07
"309","IDFujizyseGBOiwDROlJEw","Sarah",9,2,1,0,0,3.56
"310","zgL9YBJxSwWIQMa6PN1zkA","B",271,41,24,21,3,3.71
"311","9crBgCYxwxiz0Uu2ySYpdA","Ted",8,1,0,0,0,3.88
"312","wreNHJus03Ed5As2nDSOZQ","Lindsay",13,1,0,0,0,4
"313","e9yuXaz3PWUmwYJcFF4O7g","Don",3,2,0,0,0,5
"314","CwLEKnnODT2zSpqzsLojFw","Trent",117,12,5,18,6,3.69
"315","_jvpuLE8claM2mi6jMKXOA","Nicki",58,113,42,65,7,3.67
"316","Fb8wu4qhYQtBtkcPxsUsTg","James",10,6,0,1,0,3.18
"317","q4aAaxdN4wmUZoC6sKEwsw","Dorie",1,0,0,0,0,1
"318","MdACKiAND6QAu0q1P2TZvg","Lucas",29,8,3,4,3,3.59
"319","Jap1wnzd-pzuA3lgYo8jIA","Erick",1,0,0,0,0,5
