"user_id","name","review_count","yelping_since","friends","useful","funny","cool","fans","elite","average_stars","compliment_hot","compliment_more","compliment_profile","compliment_cute","compliment_list","compliment_note","compliment_plain","compliment_cool","compliment_funny","compliment_writer","compliment_photos"
"RiBVI6UgLjfpA4EQ1SWDzA","Shawn","4","2014-06-15","None","0","0","0","0","None","4.0","0","0","0","0","0","0","0","0","0","0","0"
"iK_Mfq3BLLxprw4Trgc4Bg","Love America","16","2016-05-01","None","5","1","11","1","None","3.75","0","0","0","0","0","0","0","0","0","0","0"
"kPAyx-80ZIFKVy6uQ71I6Q","Matthew","1","2015-05-07","None","0","0","0","0","None","3.0","0","0","0","0","0","0","0","0","0","0","0"
"UI_EvU0TUNeFJMNQIut--A","Kim","2","2015-03-01","None","0","0","0","0","None","4.0","0","0","0","0","0","0","0","0","0","0","0"
"bwPVGW1Mx0qmS_qNQ7xmYg","Ying","1","2012-02-09","None","0","0","0","0","None","1.0","0","0","0","0","0","0","0","0","0","0","0"
"vLekYe1hK12NJc8PyxRjIg","John","3","2012-10-09","None","0","0","0","0","None","3.0","0","0","0","0","0","0","0","0","0","0","0"
"bVBLhbpER9SQW9q2X-22dQ","Kaye","2","2014-04-11","None","0","0","0","0","None","4.5","0","0","0","0","0","0","0","0","0","0","0"
"ibLa3RJIF8Ht0FKSXrw0TA","Matt","5","2013-07-02","None","0","0","0","0","None","4.2","0","0","0","0","0","0","0","0","0","0","0"
"wpIu6p4DYRx--gHjMbqPlw","Tim","1","2009-11-03","None","0","0","0","0","None","4.0","0","0","0","0","0","0","0","0","0","0","0"
"x-IMCiS9SBrnm8mD1WIeMg","Sandra","1","2015-04-05","None","0","0","0","0","None","5.0","0","0","0","0","0","0","0","0","0","0","0"
"TpE_T9jESeq-YtqWLyyACQ","Aisha","2","2009-05-08","None","0","0","0","0","None","3.0","0","0","0","0","0","0","0","0","0","0","0"
"XZFlH0CO2Txp2OVynS0Zag","Dana","13","2016-07-08","None","0","0","0","0","None","4.15","0","0","0","0","0","0","0","0","0","0","0"
"5_549BpxlmfCvkQa9mybBA","Teresa","1","2016-03-01","None","0","0","0","0","None","5.0","0","0","0","0","0","0","0","0","0","0","0"
"Dmso4_w1f4LSzAiyOLk0Gw","Joe","2","2015-12-30","None","0","1","1","0","None","5.0","0","0","0","0","0","0","0","0","0","1","0"
"-10AAuTs4nHZwXKavpFPvw","Gary","13","2011-05-01","None","2","2","0","0","None","4.29","0","0","0","0","0","0","0","0","0","0","0"
"f_Elxx59fEfpQB4MFn93Dw","Bob","5","2017-02-03","None","0","2","0","0","None","5.0","0","0","0","0","0","0","0","0","0","0","0"
"BebqF5U9FdVShxZWPE-H-g","kerry","1","2011-04-29","None","0","0","0","0","None","5.0","0","0","0","0","0","0","0","0","0","0","0"
"07UJ5zgua9ooAus8pWhmOA","Sarah","1","2016-07-14","None","0","0","0","0","None","1.0","0","0","0","0","0","0","0","0","0","0","0"
"GEs3QLyGOAg3dWdntWiyLw","Rosemary","1","2016-10-20","None","0","0","0","0","None","5.0","0","0","0","0","0","0","0","0","0","0","0"
"ClE-B2wYfJP-jFu5QO5Y3Q","Frank","2","2017-06-21","None","0","0","0","0","None","1.0","0","0","0","0","0","0","0","0","0","0","0"
"G0VWbFLylH2wsH_UsxY82g","Chris","6","2011-07-16","None","0","0","0","0","None","4.33","0","0","0","0","0","0","0","0","0","0","0"
"DcBtmk6yrU37JVPGPzIHnA","Tiffany","3","2013-05-23","None","0","0","3","0","None","5.0","0","0","0","0","0","0","0","0","0","0","0"
"34dHYkTKfB4xkl6FZbny3A","Jamie","1","2015-08-06","None","0","0","0","0","None","5.0","0","0","0","0","0","0","0","0","0","0","0"
"zuiVfy6oJy_N86nw0Wv4Zg","I Don't","5","2014-03-11","None","2","1","0","0","None","1.67","0","0","0","0","0","0","0","0","0","0","0"
"M6cAcVnXovRrbisRPeqmiQ","Temeika","3","2015-03-12","None","2","0","0","0","None","4.0","0","0","0","0","0","0","0","0","0","0","0"
"wEUzxhyf7ngRbxS7jIeqsQ","Aja","10","2014-02-28","None","0","0","0","1","None","4.8","0","0","0","0","0","0","0","0","0","0","0"
"UVVpMz4kCJQcLgnrOOurig","Jon","2","2014-08-19","None","1","0","0","0","None","1.0","0","0","0","0","0","0","0","0","0","0","0"
"d1p2M9zMuFPjvOWxhtFuNg","Dellene","4","2014-01-05","None","0","0","0","0","None","4.0","0","0","0","0","0","0","1","0","0","0","0"
"LmY9SSZ5vE-GdDA-xjpKBw","Jared","1","2014-12-08","None","0","0","0","0","None","1.0","0","0","0","0","0","0","0","0","0","0","0"
"O3M8V0BILOsInl_8Av71jw","Ronald","1","2017-03-06","None","2","0","0","0","None","1.0","0","0","0","0","0","0","0","0","0","0","0"
"NtYXqEQzJfvwtR2YMhyfwQ","Gary","4","2016-08-05","None","0","0","0","0","None","2.4","0","0","0","0","0","0","0","0","0","0","0"
"5ON3bSSwfWIgqxn3cvRQsQ","Brandon","8","2016-07-18","None","0","0","0","0","None","3.33","0","0","0","0","0","0","1","0","0","1","0"
"aah4ei870eLL_lRD6r2Jxw","Zainab","1","2013-07-19","None","2","0","0","0","None","5.0","0","0","0","0","0","0","0","0","0","0","0"
"czwv4Btham0aIPTvAFoNqw","Freddie","7","2011-11-15","None","0","0","0","0","None","1.86","0","0","0","0","0","0","0","0","0","0","0"
"iYXxZBb2trmIozioddpL5g","Amber","1","2016-05-06","None","2","0","0","0","None","2.0","0","0","0","0","0","0","0","0","0","0","0"
"vfDj6S7vWjjfy9jlkPTfeA","tim","3","2010-08-31","None","0","0","0","0","None","2.33","0","0","0","0","0","0","0","0","0","0","0"
"9MwxXVTtRMMjg6szI4KyOA","Joanna","1","2010-10-05","None","0","0","0","0","None","5.0","0","0","0","0","0","0","0","0","0","0","0"
"EbVuN0Ir0-hfvP7c5pfc3A","Vicky","1","2016-09-09","None","0","0","0","0","None","5.0","0","0","0","0","0","0","0","0","0","0","0"
"-hXaShW_wicEAKBTgvTn4A","RJ","1","2010-07-02","None","1","0","1","0","None","3.0","0","0","0","0","0","0","0","0","0","0","0"
"FrLvmygqsfjtHGRx4-poaA","Bruce","17","2013-07-06","None","0","2","0","0","None","3.12","0","0","0","0","0","0","0","0","0","1","0"
"LSXqKE7u1gSWeCTdRUFhnA","C","8","2013-10-06","None","1","0","0","0","None","2.88","0","0","0","0","0","0","0","0","0","0","0"
"sGT7S3mX3xRsK3Uz7ro4ug","AImee","1","2016-07-01","None","1","0","0","0","None","1.0","0","0","0","0","0","0","0","0","0","0","0"
"ZNESGFYfd19WknrI63li3A","Enrique","11","2013-01-22","None","11","0","0","0","None","3.38","0","0","0","0","0","0","0","0","0","0","0"
"bRjwncjGoI0ZEdezSKeAYQ","Lex","8","2015-08-26","None","0","0","0","0","None","2.5","0","0","0","0","0","0","0","0","0","0","0"
"xjmpdJon4hgleU1P5Dj2Pg","Romeo","12","2011-03-14","None","2","0","0","0","None","3.77","0","0","0","0","0","0","0","0","0","0","0"
"wBz7XZN7GeACCMnpAfgvSQ","Amanda","2","2015-10-24","None","0","0","0","0","None","3.0","0","0","0","0","0","0","0","0","0","0","0"
"CrrG2ebNtvrj_68pltZlYw","Ron","2","2012-07-14","None","0","0","0","0","None","2.5","0","0","0","0","0","0","0","0","0","0","0"
"JcKUiHAQ9cWGSO_qFbzlKw","Vai","4","2009-12-28","None","0","0","0","0","None","3.5","0","1","0","0","0","0","0","0","0","0","0"
"-nnXVT844Hm9C4ENKx1N8A","Pat","2","2011-08-25","None","0","0","0","0","None","3.0","0","0","0","0","0","0","0","0","0","0","0"
"SBjy6tJY4E8BHfAJ1PIS0w","Camam Imports","3","2010-02-11","None","1","0","1","0","None","3.67","0","0","0","0","0","0","0","0","0","0","0"
"ZEAXQ8nctiAtj3UrD5S7qw","Laurel","2","2011-04-29","None","0","0","0","0","None","5.0","0","0","0","0","0","0","0","0","0","0","0"
"mNzy0-YVTJTP2jqHR7zWwQ","Walter","4","2014-05-31","None","1","0","0","0","None","1.75","0","0","0","0","0","0","0","0","0","0","0"
"D1PcuD9Owj4vwXflUnGijQ","Jorge","1","2016-01-12","None","0","0","0","0","None","1.0","0","0","0","0","0","0","0","0","0","0","0"
"sv9iapOU9KNn0JFZcbbpUw","Curtis","5","2011-06-21","None","0","0","0","3","None","3.0","0","1","0","0","0","0","1","0","0","1","0"
"VNw1NYRbwTvpjvLE0nEr_Q",".","2","2015-04-02","None","0","0","0","0","None","5.0","0","0","0","0","0","0","0","0","0","0","0"
"F32weszLxep45EJFuGAOLg","Linda","8","2011-10-18","None","0","0","0","0","None","3.75","0","0","0","0","0","0","0","0","0","0","0"
"wE7dOLiZ9pwL2MyTccey-g","Wander","1","2014-06-10","None","1","0","0","0","None","2.5","0","0","0","0","0","0","0","0","0","0","0"
"rMkz1mjevjl8xqrypZwHzw","Daniel","84","2009-12-26","None","2","1","0","1","None","3.75","1","0","0","0","0","1","1","0","0","0","0"
"EetIHdBj-3SngJXHnaYYkg","Jason","1","2016-01-13","None","0","0","0","0","None","5.0","0","0","0","0","0","0","0","0","0","0","0"
"B_hSPBljhId4K7LGy7aX_A","Nancy","1","2011-12-28","None","1","0","1","0","None","5.0","0","0","0","0","0","0","0","0","0","0","0"
"Zz18uz08eyhMAkCJOkFDJQ","Brianna","5","2017-05-23","None","1","0","0","0","None","3.67","0","0","0","0","0","0","0","0","0","0","0"
"E2R4WD4n7V1bGXAtLe8AHQ","Tem","7","2010-10-18","None","1","0","0","0","None","3.57","0","0","0","0","0","0","0","0","0","0","0"
"Ykbb0q-NEtJxRK8UPfSURA","George","4","2012-10-24","None","0","0","0","0","None","5.0","0","0","0","0","0","1","0","0","0","0","0"
"GkAkJLmAZn9Tad3FvMwMog","Lisa","1","2013-10-19","None","0","0","0","1","None","1.0","0","0","0","0","0","0","0","0","0","0","0"
"AAxJbjcq94NaqUJGFE362g","K","3","2013-07-08","None","0","0","0","0","None","2.0","0","0","0","0","0","0","0","0","0","0","0"
"pTuhehStwZHOY5kDnUv_Wg","Hannah","12","2014-01-05","None","2","1","1","0","None","2.92","0","0","0","0","0","0","0","0","0","0","0"
"B3xwUPXMlCb7_5IEDlq4Uw","Yolie","8","2012-01-02","YwaKGmRNnSa3R3N4Hf9jLw, NDjDKV7IWeqS_kvdlNS9zw, eArNPOynylyfcXxQqXag-g, 7NAKCkRMw8Qwke3BWOgE8A, syA7uYoDjohc7gWBWaEZmw, bvOicnFbku4B1mK12fIP6Q, wGcbKPOJYpnAB-Oi86_AtQ, ysvphNWLP0ZkXPOLrXw7Tg, gPnezUoB9AcxE_qeBR_Dsw, edJEj384w4_09sivk6VblA, rS91MRNTRGikL4_acEfdNQ, bMSePKFYwjslP18fFmeHnA, EOIrXIWKMFcdn_7CPBacDQ, SZTscGkXeemMSGz1hN369Q, 1H1Cn5utCE5jxI5BXfpxgw, qqx5YwBV8OlHlpU2yPFPnA, ZxYgNB6Nuj6R50gXewLw5w, OcpxS8U7evLWyfw1K2pwng, 3Ua7O424qU24smW7QcmFbw, sa4wUK8fbCLqiUq4rC0h9A, 4F0BijndBJDS0hQEmqfm_A, 44IPobgBDnZuFJoGD3LrUQ, ismGKdAF86dKAqMnrA9ehw, alUUlKTAKiNh-32E7k22eQ, RYkinABdGJ2t0zIEvyMtkg, Y9oNrUa4jWjAVVgDeEf43w, 9clBVewke08oNI85nZWqEg, R47JPwtASV1o6OOAkeyNPw, KcwRRhds7XQxYeWxVp4Azw, F4oZPZacaqhlXUDQl4xBHQ, Uwt1-D5elADZQcrMc1vrUw, y11itP1bR1vOPQO_AWtDdg, vpqgTC91x4LdXWtwlkMNXA, L4uxvvEuc146Qo8wRipp6Q, shYLM4g_3C5LU4Jb7KW0eQ, PmTaA51J5EItUIST-PGCgA, EEwZgv8HU54yu-uFQ8RLEw, 5DuZbOCtUECYoWX7HPfMoA, NsuHPkhUQDht1_JBBu1gtQ, lUTdfcu2YMGuYuvBv1aoNw, JKONHsq59h7haSOafAw8Pw, cf5MBGjn-oNlvDIE7lC7wA, 6BLQWXu_1Ab5MyHpIBdPXw, XdLQep9R3V7EHwW2fjgK-g, 9XQZ3rBx7IgsUZkvY-6X-w, 8knws-sivtjAnrdbXSy5Jg, 686rS4I2WN3fLIeO31CwdQ, BsOHtPtVWsPj3cfJJJShtA, p3OjUSV9ueh33BkZHhVlhQ, ZgtZoGSo9JqS0a5C8xrl2A, mFe__wm3YmrUKmBTDHqE7A, LOZTPW1E6bb2iyATrEP7hw, U50S7xOcJ3R007HnLme2oA, 2wu9uDIDJxrz4RuKo99KDw, EX0-svXSfdwDyWCDuH-2yA, itWMQYbL5UVccVHgTrMloQ, lRHKneipYlS2D87Qz-16aA, yP6Ubn-tRtmJWnyxOfyCbQ, QZleAB0LVYrim9kT8liFLg, crFFYb94H7LHwl75VQMqhw, l1BRmIVQqvzHS7G0Txo01A, yGii2g8t_Ozznr-Qzh2kHw, VIEmJc9r5bGg3OOJiZTZiw, jG0JWOmHLTdEg65TvqtrqQ, 2JDxKJRvkeePPOMy4k8q3g, oRB5MHOl3Elh7DZqm4_htQ, SQVq_HoU4C4FNwDoU2HEqw, J9GsaMkJ0IPnqmDM1iBlVA, p9P8B1cDy4svagBPuXsjUA, y8lWDU5yJetM4-4tObZY-w, RKxrUwZsW2Tm_4BiACvQUw, bzUGParP-Ni0R4jaCgtLmg, pTFH0iIHOtytKGlAxUlm3A, LTmt7jG8_LI5BHUnmAfl2w, hUNHMxt_5B5x8vN7TwXVDw, TnObNPw4-Yj_9vJ6LyiUog, sFrEFoAMUg4IaCqDxFCtCg, n4TZSTUWKfKNsFHMxpAtOQ, 9pbzuhA56lf7waTdh7Yyeg, _CoXUxu-hyx18k6COX-TkQ, LGiWb-5i-Sy138BovnBuFA, ddw3f2HvJpBfJXtYWNIGsg, bvTHByyhpmH3Vp4Nrk1sNw, --iNdHx-d8k8GXYTFxPvKg, kKyx3G4I2ejhLFcXKVZaUw, ZF-1QU2jweLa59a5gYQptA, UZd_TFUcSgO0gRzLPZ8eIg, 0MHru-F6FwqHsZKsuZ90xA, wlVV8Nv2fKtUJzPqrKHmKg, Q8gGSIRekib09y_tmxiKvw, 2EZWKjv9Jj9wpGHD-1XXcA, qRVhPlSg2IpgA49_U-UK5g, bh8Tji4pyXx-kgL5Xl0Tfw, FbaJ4QOm6pJH_8mfemnxcw, zm-s_qmf9frZ1BRBhjIzSA, 2jeUyneKVMVeuMCQfLwQfg, ABnWrv303wCbVQMM0IbsrA","6","0","0","0","None","3.89","0","0","0","0","0","0","0","0","0","0","0"
"Pc5vc0RuoCa8YU6hD-y3Ow","Anthony","8","2009-04-18","PhZlPdJsoaEX2SWKPnfTvw","1","1","0","0","None","4.25","0","0","0","0","0","0","0","0","0","0","0"
"dz1RKDdHziTy0uw7VtXeXQ","Tisharra","1","2015-01-08","RVyNRipJXhEQko_eztWYyg, SaGyqyKgE06i7Kzi3rF5gA, fFLzv22ysXyCwvu3fYL9KQ, el0G07xxFAzsJW5kEHcAFw, hsWC3kV9SfnXfkCgRnie_g, IYseKQJkPo7-X4NvqsJttA, eLtPXPJ-SmQJq2x5JUUJeg, 4WYBQcGc3vXw7cfbUFVLjw, s-kqtvWyJzhXHaIt0uwufg, 7c9p46MngeLnyXdF3QIKCA, TX0Pu9PmgAzLUvJrexc9tQ, RJhDHkBRHYIoDyV2GqoUVg, SWtF3HSTvZtr-DYpKbhoow, dLTsoxRJtX4tu5y1tPf1Xg, tkVR3zWfLCJrzNXfEnp9nw, 8N29AVED7P9hHvM3NQk25g, -OkuJa7OvbqzCR3tM4NKYA, 1KA-KIBspOGunoe_WeWEvw, RvDC_CmXOdev3ZXRAvzMoQ, O4MMkFMWvFU8g0F0xz4cTQ, EVfLNawtP6ULyoo3VFHySw, RUwDBISkeZVJm3cCoaVGtw, ukNtaGypA7JGmEbRl6v-ZA, 0PbwusGaFv-ZMaIpTeK75w, U68VhTTsVjil9x1uWbTNnQ, EhJL2y0haFH1F3prnFrUHA, jZzaeuJwKqpzKByYO-IeyA, Wi9Ft_4xCNO8HeWbIvxFAQ, TV0P57VCShZkiRVdXh2XNQ, -8UzLBxjwivdgH-j3lH17Q, gRoj26zvTaQOWdRMHLgAMw, vCiRHIH8RPTdbbIQf5GRMA, 2qLa5CmPtconAzU8bSS0mg, s2Foj0vrfyYjHkHZ2HC91g, 8QPsgcaojwSA0SPMorj4WA, ff9673x7ssT74ozEEpfK_A, -GalKLUKnN--L3FKPRjltQ, mTQ6xy1bavcHnyDNKY7VTw, eYSjZg-nK8gH3dLR6cswEQ, _J__yuWW8Pr13bQB3hYy7w, OeMQPvXGo56C9dis53UZkA, 9MPikdsQDlvWCNJwTdMZNg, _9H-pMysl0bdeIMmSDttUg, ni4eCMNIbjdYAkFUM_Xw3g, DtPsjzdTfq6EHjHd-gjUdQ, vUZ30PZcxYV4sIBOTVNcVw, K_WZWRbgm5qjWLb-yfl_dw, jsmAQJJ9sHQNRvKQn_LbJg, uxk_w6wEEf-BgQWOaKFqVg, FdnNc_zBnz_wFExmqD7CVA, c1hWqDqUn3v95F2ITtV2TA, 8swKMwWr8ZsFPbKyY-kYIw, 7iffOr1bUWjLlOMXU9gNhw, XMi8jQGoKTbo3bpnDJMW7g, adccNwNG8Yolf-CyR0W-Og, -j31OGvNQYh8MzHa6VUxlQ, d3J59tf8haqb3RYbdLr4Qw, gNcHDTEYUiOB-GcpdEe09Q, i0okbMfHoRHx_gEfs8kNlw, UoQKJLqvJIN4s_yhA89W_A, oJnaG0IAmRji9BxKCk4MyQ, gWv15naBNmLJCY5OBpytdQ, KeU5_LYB76VG3KrKNNsX4w","2","0","0","0","None","1.0","0","0","0","0","0","0","0","0","0","0","0"
"6OmHL9dwt5RmKwhGFgjvAA","Colleen","2","2011-01-17","zudO7GgOaNbqlGDUhNQVgQ, gDy6k3AqlkcN4cEIkWnx_A, MnrQ-F2ROhy_utqxMqPvwQ, FvxKFy6N9_N-0E70oIjNhQ, 454B6XgX81gXMmR0CzG1bA, PHHBHfl3we1x4wMnYP5i2A, GRK_ujL4bH3Y2Bh_LKOTsQ, d32Pgwzo7xt3jFrqInZ4-g, 0Tw0hZ4Wi0rBAzwxE8vvAw, gMOB92qCnBO46CtdtgzRgw, ObPq6xiJ0Dm0BOHGCWqBeA, KJPJpfb5V7G49qWMKeWnmQ, k_DsKlu2zAX8_20p0nEdjw, vJ9_TkTG6jXmcReL2LE6TQ, zTdopcK9rn2Ub7_kbmzBYw, 9uTBgSzBPKLuUgC6KHgxTw, 8euCyEtOwwtPw_sJ2VEeRg, GZrHX0WzhiHn104MKkyLdw, bX0_kjpoNnXGa4bFQUCuYA, DskMAWgN9X2CGNX1WCSCMg, JwXwD_h9rJVINzRgQvO7Rw, WR9rSkLDL7epruIHSIurlQ, SJyaJNXZe7iyp_hJx75XKQ, QDNeYCCUrcNH9cTJPIAOIw, AH7JnMsQkgntNewkqHI7ww, nIIEEZcy0LLihBl4528X0A, JwMYA-8X-C5Emh_mC0Oe3A, LSQcCqkCWJRDc73CXPJy5w, -azkIejAHxNdzJ43Pke-MQ, OahhukD2J05LIrwpwoyZeA, 0iCrB76T7nZa7H_UDijLog, VCKv4Y56Qthsy4V3cKTX_Q","0","0","1","0","None","5.0","1","0","0","1","0","0","0","0","0","0","0"
"tGbVIKlZAPGrt3VjTn7gRA","Aaron","5","2013-04-26","gMxSAPGVR-ubiG9wMUYSKg, WHy102b0fS_UTwmYFoNBHQ, 9npOcP9p3UyQD4iXtXEXuA, e5vurPnxdqpG3-ROi1SdjA, cLdKgHE2_rZlGprE2zRwMA, JyWjokEzmdW6w5e8xizpLw, SY-hmCyiAOSHwFo-NwOvrg, 1GDRgm2VY8t1Ofwgl8zPRA, oOvfXv-rkjZs-xWjsYJapQ, vTzJsg2HarN-NoXk1HLoGg, oktohqIGhMQxOP7h5ugHlg, WPN6xDHq2ksd9bNCOu7Jag, OaHLT_UMtNbhpTooX0qVpg, MjIrcDSRAFZnnLym4aT5MA, 2-gMqp9WnP-0bQbdLaL6nA, x0nAEjrCOtZtqkiA_u_jVg, FFNuFgqSiEdYpjkCQZBSzQ, w0bBIpFAmfw-l_lQfTjIBQ, tMxT5Ih7LmjjAAuBVAE4Rg, QxbGLPIDFUSyyqfv8CA7Rw, Yz90p1tkfWpZSFOmEe14Cw, OIobezHG4_6vlzGEN9Oq4Q, m_Rxl0H8K0MYtPWYaaOeOA, j7YvG_xFhQS7TBLY4dUxkg, fJnoXl1BE7qK7JKtm3Et0Q, dEZguCIbZci7ALFP5YXzig, gMeY1fVHY3TWBGoVV2bIuw, m78HGuo_4CU6DXCq987x9g, 2DvCShlt9ruEQymBoI1c8Q, UwlIBKrWTGGmCuCw7clNYQ, NvrSm770B8hjLai5wgYZ_w, waEcICj7noKoRgBE9n68_w, y6e2hWoGhITqiEYVCHtb9g, katWyceENWvFlssMusU_hg, AA20U2xCrUjrSp9Wncll0A, 41QSrc2DrOM5oRqsh0YyRg, zGGArx7EV6pTkSBngHld2w, Ww1EosnqX_NQ_tJKYSFOww, ZFxqssKvXekJQdtIDh4x4w, Uxo6vbOLUKtN5AHEYJckRQ, AEQJOYL7qebf1sj5pjdh0g, 1btivP9Z0uphJzmgoCDJbg, rdmOeJ69vzxsBRN6XV5Dhg, pmLT4jeh_kFM5WG653Pz-g, -CP5VWi76TPiCMN42YP2nA, p5iQCa1lhdZKHfQMzJo88g, he3Qj7NVrHD5SpjDnqoQ1w","4","0","1","0","None","4.5","0","0","0","0","0","0","0","0","0","0","0"
"5QGHEDr0V-3e-5NOyZU9Og","Hans","5","2012-03-09","None","0","0","0","0","None","1.33","0","0","0","0","0","0","0","0","0","0","0"
"RyZr6SqjWbFwFuPr6XIyOA","Valery","1","2014-02-24","None","0","0","0","0","None","1.0","0","0","0","0","0","0","0","0","0","0","0"
"2hDTGXVbYb03qN1ZPzOnpg","Sassy","5","2015-12-11","None","0","0","0","0","None","3.8","0","0","0","0","0","0","0","0","0","0","0"
"rdHS6gsuJ4OUuriCrlhiKw","Bahar","8","2010-11-05","None","2","0","0","0","None","4.0","0","0","0","0","0","0","0","0","0","0","0"
"4M6GVM28NHQ7BhM9wG7p0w","Kylie","11","2014-04-18","None","11","0","0","0","None","3.86","0","0","0","0","0","0","0","0","0","0","0"
"XuhHEe8fvBERIxEPKMaIPQ","Ken","3","2014-02-23","None","0","0","0","0","None","3.0","0","0","0","0","0","0","0","0","0","0","0"
"MeRX3U8rretG80nAOdTv-g","Deven","1","2017-10-25","None","0","0","0","0","None","5.0","0","0","0","0","0","0","0","0","0","0","0"
"mN1eee0_j-dglmm57NAf3w","j","163","2011-03-02","None","0","0","0","0","None","3.76","0","0","0","0","0","0","0","0","0","0","0"
"GT7EWBgsoWfy6OzrzDEBfg","Cee","1","2014-03-26","None","0","0","0","0","None","1.0","0","0","0","0","0","0","0","0","0","0","0"
"-caPDnAfiSl_2QxrXX31tQ","Michael","2","2014-07-10","None","0","0","0","0","None","5.0","0","0","0","0","0","0","0","0","0","0","0"
"DzJvholvspOEYW6wYqOs8Q","Hala","3","2014-09-27","None","0","0","0","0","None","3.67","0","0","0","0","0","0","0","0","0","0","0"
"3_-fbHJCdv59Bg-sidM-Tw","Vaughn","4","2016-02-20","None","0","0","0","0","None","5.0","0","0","0","0","0","0","0","0","0","0","0"
"6DoRkChoTpUYXOeNSnyJqQ","Emili","5","2015-05-02","None","0","0","0","0","None","4.8","0","0","0","0","0","0","0","0","0","0","0"
"ctmN5z3jzsGuE475qto3qw","Bo","2","2013-03-03","None","1","0","0","0","None","3.5","0","0","0","0","0","0","1","0","0","0","0"
"bJPSSCDJjWA1e2mOeBPNtA","Samie","5","2008-09-02","None","6","0","0","0","None","2.6","0","0","0","0","0","0","1","0","0","0","0"
"68qmfoSUXpPUaXz_VEyqzA","Mary","32","2011-12-31","None","5","0","0","0","None","3.54","0","0","0","0","0","1","0","0","0","0","0"
"SMF7KR-F9TuGbLeWKHL4Yg","Roaming","4","2015-11-08","None","1","0","0","0","None","3.75","0","0","0","0","0","0","0","0","0","0","0"
"-rP5prbJfKFIElNuvldIVw","K","3","2016-02-21","None","0","0","0","0","None","1.67","0","0","0","0","0","0","0","0","0","0","0"
"wt86obnnh_w5wJxjErl3Kg","Laura","1","2016-04-18","None","0","0","0","0","None","1.0","0","0","0","0","0","0","0","0","0","0","0"
"f-pgBX5PEBtG9KzsRNHEMA","Claire","1","2014-04-12","None","0","0","0","0","None","1.0","0","0","0","0","0","0","1","0","0","0","0"
"5xK6mmJP5VQGp4C_6NlT2w","Clive","1","2015-11-14","None","0","0","0","0","None","1.0","0","0","0","0","0","0","0","0","0","0","0"
"JpUsdHmP-viaSzcHkVRjAw","Daniel","1","2014-07-07","None","0","0","1","0","None","3.0","0","0","0","0","0","0","0","0","0","0","0"
